sno,sna,sarea,mday,ar,sareaen,snaen,aren,act,srcUpdateTime,updateTime,infoTime,infoDate,Quantity,available_rent_bikes,latitude,longitude,available_return_bikes
500107188,YouBike2.0_上塔悠公園(明水路),中山區,2025-12-08 16:10:02,明水路480號,Zhongshan Dist,YouBike2.0_Shangtayo Park (MingShui Rd.),No. 480， MingShui Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 16:10:02,2025-12-08,30,9,25.07767,121.55205,20
500107189,YouBike2.0_中山民生東路口(東南側),中山區,2025-12-08 18:55:20,中山北路二段77-4號,Zhongshan Dist,YouBike2.0_ZhongShan N. Rd. & MinSheng E. Rd. Intersection (Southeast),No. 77-4， Sec. 2， ZhongShan N. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:55:20,2025-12-08,21,2,25.05778,121.52299,17
500107190,YouBike2.0_中山北路二段26巷,中山區,2025-12-08 18:40:03,中山北路二段26巷32號(旁),Zhongshan Dist,YouBike2.0_Ln. 26， Sec. 2， ZhongShan N. Rd.,No. 32， Ln. 26， Sec. 2， ZhongShan N. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,51,25,25.05392,121.52066,26
500107191,YouBike2.0_八德路二段210巷口,中山區,2025-12-08 18:30:03,市民大道三段143號對側,Zhongshan Dist,YouBike2.0_Ln. 210， Sec. 2， BaDe Rd.,No. 143， Sec. 3， Civic Blvd. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,21,17,25.04478,121.53958,3
500107192,YouBike2.0_長安林森路口公車站,中山區,2025-12-08 18:50:05,長安東路一段26號,Zhongshan Dist,YouBike2.0_ChangAn E. Rd. & LinSen N. Rd. Intersection,No. 26， Sec. 1， ChangAn E. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,20,17,25.04882,121.52589,2
500107193,YouBike2.0_市民大道二段67巷口,中山區,2025-12-08 09:44:02,市民大道二段65號旁,Zhongshan Dist,YouBike2.0_Ln. 67， Sec. 2， Civic Blvd.,No. 65， Sec. 2， Civic Blvd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 09:44:02,2025-12-08,30,4,25.04652,121.5296,26
500107194,YouBike2.0_德惠雙城街口(西側),中山區,2025-12-08 18:30:03,德惠街16號前,Zhongshan Dist,YouBike2.0_DeHui St. & ShuangCheng St. Intersection,No. 16， DeHui St.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,18,4,25.0667,121.5242,14
500107195,YouBike2.0_北安路608巷明水路口,中山區,2025-12-08 18:40:03,北安路608巷/明水路(西北側),Zhongshan Dist,YouBike2.0_Ln. 608， BeiAn Rd. & MingShui Rd. Intersection,Ln. 608， BeiAn Rd. & MingShui Rd. Intersection (Northwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,18,2,25.08194,121.55124,13
500107196,YouBike2.0_新生林森北路485巷口,中山區,2025-12-08 05:41:03,新生北路二段/林森北路485巷(東側),Zhongshan Dist,YouBike2.0_XinSheng N. Rd. & Ln. 485， LinSen N. Rd. Intersection,Sec. 2， XinSheng N. Rd. & Ln. 485， LinSen N. Rd. Intersection (East),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 05:41:03,2025-12-08,35,23,25.06114,121.52745,11
500107197,YouBike2.0_新壽公園,中山區,2025-12-08 18:54:16,新生北路三段3巷與吉林路口,Zhongshan Dist,YouBike2.0_Xinshou Park,Ln. 3， Sec. 3， XinSheng N. Rd. & JiLin Rd. Intersection,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:54:16,2025-12-08,16,1,25.06313,121.53015,15
500107198,YouBike2.0_復興北路430巷,中山區,2025-12-08 08:50:03,復興北路430巷/民權東路三段75巷,Zhongshan Dist,YouBike2.0_Ln. 430， FuXing N. Rd.,Ln. 430， FuXing N. Rd. & Aly. 75， Sec. 3， MinQuan E. Rd. Intersection,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 08:50:03,2025-12-08,24,7,25.06341,121.54353,17
500107199,YouBike2.0_林森錦州街口,中山區,2025-12-08 17:50:04,林森北路438號(前),Zhongshan Dist,YouBike2.0_LinSen Rd. & JinZhou St. Intersection,No. 438， LinSen N. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:50:04,2025-12-08,21,2,25.06051,121.52566,19
500107200,YouBike2.0_臺北市立美術館(中山北路三段),中山區,2025-12-08 16:10:02,中山北路三段181號(前),Zhongshan Dist,YouBike2.0_Taipei Fine Arts Museum (Sec. 3， ZhongShan N. Rd.),No. 181， Sec. 3， ZhongShan N. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 16:10:02,2025-12-08,20,8,25.07177,121.52395,11
500107201,YouBike2.0_臺北市立美術館(新生北路三段),中山區,2025-12-08 11:20:03,臺北市立美術館北側,Zhongshan Dist,YouBike2.0_Taipei Fine Arts Museum (Sec. 3， XinSheng N. Rd.),Taipei Fine Arts Museum (North),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 11:20:03,2025-12-08,24,15,25.07255,121.52529,9
500108001,YouBike2.0_文湖街21巷118弄口,內湖區,2025-12-08 18:40:03,文湖街21巷118弄6-10號(前),Neihu Dist,YouBike2.0_Aly. 118， Ln. 21， Wunhu St.,No. 6-10， Aly. 118， Ln. 21， Wunhu St.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,28,10,25.09122,121.55961,16
500108002,YouBike2.0_北勢湖環保公園,內湖區,2025-12-08 18:20:04,內湖路一段66-72號前方公園,Neihu Dist,YouBike2.0_Beishi Lake Environmental Park,No. 66-72， Sec. 1， Neihu Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:20:04,2025-12-08,27,8,25.08378,121.56208,19
500108003,YouBike2.0_洲子一號公園,內湖區,2025-12-08 18:30:03,基湖路37號西側,Neihu Dist,YouBike2.0_Jhouzih No.1 Park,No. 37， Jihu Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,43,12,25.07977,121.56454,31
500108004,YouBike2.0_西康公園,內湖區,2025-12-08 15:22:02,內湖路一段225巷口,Neihu Dist,YouBike2.0_Xikang Park,No. 225， Sec 1， Neihu Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 15:22:02,2025-12-08,21,6,25.08284,121.56449,15
500108005,YouBike2.0_文湖國小,內湖區,2025-12-08 18:50:05,文湖街21巷口北側,Neihu Dist,YouBike2.0_Wenhu Elementary School,Ln. 21， Wunhu St.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,43,9,25.08637,121.56088,34
500108006,YouBike2.0_文湖街81巷10號西側,內湖區,2025-12-08 18:52:15,文湖街81巷10號西側,Neihu Dist,YouBike2.0_No. 10， Ln. 81， Wenhu St,No. 10， Ln. 81， Wenhu St.(West),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:52:15,2025-12-08,23,2,25.08697,121.5641,21
500108007,YouBike2.0_德明財經科技大學,內湖區,2025-12-08 18:50:05,環山路一段56號南側,Neihu Dist,YouBike2.0_Takming University of Science and Technology,No. 56， Sec. 1， Huanshan Rd.(South),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,36,3,25.08637,121.56574,33
500108008,YouBike2.0_麗山國小,內湖區,2025-12-08 17:50:04,內湖路一段411巷19弄9號對側,Neihu Dist,YouBike2.0_Lishan Elementary School,Ln. 411， Sec. 1， Neihu Rd.(East),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:50:04,2025-12-08,76,8,25.0826,121.57158,68
500108009,YouBike2.0_麗山高中,內湖區,2025-12-08 16:10:02,環山路二段141號北側,Neihu Dist,YouBike2.0_Lishan Senior High School,No. 141， Sec. 2， Huanshan Rd.(North),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 16:10:02,2025-12-08,57,13,25.08398,121.57725,44
500108010,YouBike2.0_港華五號公園,內湖區,2025-12-08 17:30:04,環山路二段81號西北側,Neihu Dist,YouBike2.0_Ganghua 2nd Park,No. 81， Sec. 2， Huanshan Rd.(Northwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:30:04,2025-12-08,16,5,25.08522,121.57462,11
500108011,YouBike2.0_大湖國小,內湖區,2025-12-08 18:50:05,大湖山莊街/大湖山莊街176巷(東南側),Neihu Dist,YouBike2.0_Dahu Elementary School,Dahu Shanzhuang St & Ln. 176， Dahu Shanzhuang St. (Southeast),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,29,14,25.08803,121.59958,15
500108012,YouBike2.0_安湖三號公園,內湖區,2025-12-08 12:10:03,東湖路113巷49弄3號北側,Neihu Dist,YouBike2.0_Anhu No.3 Park,No. 3， Aly. 49， Ln. 113， Donghu Rd. (North),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 12:10:03,2025-12-08,16,4,25.07021,121.61593,11
500108013,YouBike2.0_東湖路113巷95弄,內湖區,2025-12-08 16:10:02,東湖路113巷95弄13號西側,Neihu Dist,YouBike2.0_Aly. 95， Ln. 113， Donghu Rd,No. 13， Aly. 95， Ln. 113， Donghu Rd. (West),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 16:10:02,2025-12-08,17,7,25.07177,121.61491,10
500108014,YouBike2.0_瑞光計程車服務站,內湖區,2025-12-08 18:50:05,港墘路221巷2號,Neihu Dist,YouBike2.0_Ruiguangjichengchefuwu Sta,No. 2， Ln. 221， Gangqian Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,20,9,25.0745,121.57389,11
500108015,YouBike2.0_文德三號公園(江南街71巷16弄),內湖區,2025-12-08 18:50:05,瑞光路271號東南側,Neihu Dist,YouBike2.0_Wende No. 3 Park,No. 271， Ruiguang Rd. (Southeast),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,15,5,25.07524,121.5772,9
500108016,YouBike2.0_捷運大湖公園站(2號出口),內湖區,2025-12-08 18:00:04,成功路五段5號東側,Neihu Dist,YouBike2.0_MRT Dahu Park Sta. (Exit 2),No. 5， Sec. 5， Chenggong Rd. (East),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:00:04,2025-12-08,46,2,25.08395,121.60185,44
500108018,YouBike2.0_康寧星雲街口,內湖區,2025-12-08 18:40:03,康寧路一段116號,Neihu Dist,YouBike2.0_Kangning Rd & Xingyun St Intersection,No. 116， Sec. 1， Kangning Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,19,16,25.07958,121.59336,2
500108019,YouBike2.0_星雲街47號,內湖區,2025-12-08 18:40:03,星雲街47號南側,Neihu Dist,YouBike2.0_No. 47， Xingyun St,No. 47， Xingyun St. (South),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,22,13,25.07864,121.59177,9
500108020,YouBike2.0_捷運西湖站(1號出口),內湖區,2025-12-08 18:56:15,環山路一段9巷9號對側,Neihu Dist,YouBike2.0_MRT Xihu Sta. (Exit 1),Ln. 9， Sec. 1， Huanshan Rd,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:56:15,2025-12-08,23,1,25.08301,121.56638,22
500108021,YouBike2.0_捷運西湖站(2號出口),內湖區,2025-12-08 18:20:04,內湖路一段291號(對面),Neihu Dist,YouBike2.0_MRT Xihu Sta. (Exit 2),No. 291， Sec. 1， Neihu Rd. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:20:04,2025-12-08,24,10,25.08205,121.56716,14
500108022,YouBike2.0_洲子二號公園,內湖區,2025-12-08 18:20:04,瑞光路500號(對面),Neihu Dist,YouBike2.0_Zhouzi No. 2 Park,No. 500， Ruiguang Rd. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:20:04,2025-12-08,60,38,25.07932,121.56869,22
500108023,YouBike2.0_港都公園,內湖區,2025-12-08 18:50:05,港華街57號(對面),Neihu Dist,YouBike2.0_Gangdu Park,No. 57， Ganghua St. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:05,2025-12-08,15,12,25.08296,121.5752,3
500108024,YouBike2.0_環山路二段26巷口,內湖區,2025-12-08 18:30:03,環山路二段/環山路二段26巷(西南側),Neihu Dist,YouBike2.0_Ln. 26， Sec. 2， Huanshan Rd Intersection,Sec. 2， Huanshan Rd & Ln. 26， Sec. 2， Huanshan Rd (Southwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,22,9,25.08598,121.572,13
500108025,YouBike2.0_成功金龍路口,內湖區,2025-12-08 18:40:03,成功路四段188號,Neihu Dist,YouBike2.0_Chenggong Rd & Jinlong Rd Intersection,No. 188， Sec. 4， Chenggong Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,36,14,25.08436,121.59478,22
500108026,YouBike2.0_碧山公園,內湖區,2025-12-08 18:40:03,內湖路三段60巷28號東側,Neihu Dist,YouBike2.0_Bishan Park,No. 28， Ln. 60， Sec. 3， Neihu Rd. (East),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,31,16,25.0878,121.59227,14
500108027,YouBike2.0_金瑞公園,內湖區,2025-12-08 18:40:03,金龍路203-8號北側,Neihu Dist,YouBike2.0_Jinrui Park,No. 203-8， Jinlong Rd. (North),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,45,13,25.08785,121.5879,29
500108028,YouBike2.0_捷運文德站(2號出口),內湖區,2025-12-08 18:30:03,文德路212號旁,Neihu Dist,YouBike2.0_MRT Wende Sta. (Exit 2),No. 212， Wende Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,49,6,25.07842,121.58464,43
500108029,YouBike2.0_陽光公園,內湖區,2025-12-08 16:20:04,陽光街與文德路220巷口西側,Neihu Dist,YouBike2.0_Yangguang Park,Yangguang St & Ln. 220， Wende Rd Intersection,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 16:20:04,2025-12-08,21,5,25.07695,121.58764,16
500108030,YouBike2.0_文德二號公園(南側),內湖區,2025-12-08 18:20:04,陽光街與陽光街68巷102弄口,Neihu Dist,YouBike2.0_Wende No.2 Park (South),Aly. 102， Ln. 68， Yangguang St & Yangguang St Intersection,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:20:04,2025-12-08,13,12,25.07504,121.58375,1
500108031,YouBike2.0_文德二號公園(北側),內湖區,2025-12-08 18:45:19,文德路210巷12號對側,Neihu Dist,YouBike2.0_Wende No.2 Park (North),No. 12， Ln. 210， Wende Rd. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:45:19,2025-12-08,15,14,25.07758,121.58381,0
500108032,YouBike2.0_瑞陽公園,內湖區,2025-12-08 18:50:21,文德路22巷6號(對面),Neihu Dist,YouBike2.0_Ruiyang Park,No. 6， Ln. 22， Wende Rd. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:50:21,2025-12-08,12,11,25.07777,121.57961,1
500108033,YouBike2.0_湖光國宅,內湖區,2025-12-08 17:00:03,文德路22巷與文德路22巷74弄口,Neihu Dist,YouBike2.0_Hu Guang Public House,Ln. 22， Wende Rd & No. 1， Aly. 74， Ln. 22， Wende Rd Intersection,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:00:03,2025-12-08,45,12,25.07538,121.58079,33
500108034,YouBike2.0_潭美街213號,內湖區,2025-10-30 00:37:17,潭美街213號南側,Neihu Dist,YouBike2.0_No. 213， Tanmei St.,No. 213， Tanmei St. (South),0,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-10-30 00:37:17,2025-10-30,12,0,25.05575,121.58486,12
500108035,YouBike2.0_南京東路六段180號,內湖區,2025-12-08 18:40:03,南京東路六段180號北側,Neihu Dist,YouBike2.0_No. 180， Sec. 6， Nanjing E. Rd.,No. 180， Sec. 6， Nanjing E. Rd. (North),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:40:03,2025-12-08,21,14,25.0559,121.57991,7
500108036,YouBike2.0_潭美國小(南京舊宗路口),內湖區,2025-12-08 17:50:04,行善路179號南側,Neihu Dist,YouBike2.0_Tanmei Elementary School (Nanjing Rd. & Jiuzong Rd. Intersection,No. 179， Xingshan Rd. (South),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:50:04,2025-12-08,29,20,25.05768,121.58159,9
500108037,YouBike2.0_新明路343號,內湖區,2025-12-08 18:55:20,新明路341號北側,Neihu Dist,YouBike2.0_No. 343， Xinming Rd.,No. 343， Xinming Rd. (North),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:55:20,2025-12-08,10,10,25.05653,121.58345,0
500108038,YouBike2.0_成美長壽橋(潭美街),內湖區,2025-12-08 16:50:02,潭美街139號對側,Neihu Dist,YouBike2.0_Chengmei Changshou Bridge (TanMei St.),No. 139， Tanmei St.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 16:50:02,2025-12-08,22,6,25.0539,121.58084,16
500108039,YouBike2.0_內湖行政中心,內湖區,2025-12-08 18:55:20,民權東路六段99號(前),Neihu Dist,YouBike2.0_Neihu District Office,No. 99， Sec. 6， Minquan E. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:55:20,2025-12-08,25,1,25.06915,121.58898,23
500108040,YouBike2.0_樂康公園,內湖區,2025-12-08 17:30:04,康樂街61巷73弄22-1號南側,Neihu Dist,YouBike2.0_Lekang Park,No. 22-1， Aly. 73， Ln. 61， Kangle St. (South),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:30:04,2025-12-08,20,15,25.07007,121.62055,5
500108041,YouBike2.0_安康路32巷24弄,內湖區,2025-12-08 17:50:04,安康路32巷24弄22號,Neihu Dist,YouBike2.0_Aly. 24， Ln. 32， Ankang Rd.,No. 22， Aly. 24， Ln. 32， Ankang Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:50:04,2025-12-08,21,4,25.06181,121.59447,17
500108043,YouBike2.0_明美公園,內湖區,2025-12-08 18:30:03,石潭路27號南側,Neihu Dist,YouBike2.0_Mingmei Park,No. 27， Shitan Rd. (South),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,37,10,25.06256,121.58607,26
500108044,YouBike2.0_南京東路六段368巷,內湖區,2025-12-08 17:50:04,南京東路六段382號西南側,Neihu Dist,YouBike2.0_Ln. 368， Sec. 6， Nanjing E. Rd.,No. 382， Sec. 6， Nanjing E. Rd. (Southwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:50:04,2025-12-08,73,14,25.05827,121.58707,58
500108045,YouBike2.0_新明成功路口,內湖區,2025-12-08 17:40:04,新明路22號,Neihu Dist,YouBike2.0_Xinming Rd. & Chenggong Rd. Intersection,No. 22， Xinming Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:40:04,2025-12-08,38,19,25.06058,121.5911,18
500108046,YouBike2.0_民權瑞光路口,內湖區,2025-12-08 18:00:04,民權東路六段50號,Neihu Dist,YouBike2.0_Minquan E. Rd. & Ruiguang Rd. Intersection,No. 50， Sec. 6， Minquan E. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:00:04,2025-12-08,32,15,25.06835,121.58323,16
500108047,YouBike2.0_瑞光公共住宅(瑞光路),內湖區,2025-12-08 18:00:04,瑞光路160號,Neihu Dist,YouBike2.0_Ruiguang Public Housing (Ruiguang Rd),No. 160， Ruiguang Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:00:04,2025-12-08,30,10,25.07335,121.57951,20
500108048,YouBike2.0_民權東路六段15巷,內湖區,2025-12-08 15:10:04,民權東路六段15巷29號,Neihu Dist,YouBike2.0_Ln. 15， Sec. 6， Minquan E. Rd.,No. 29， Ln. 15， Sec. 6， Minquan E. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 15:10:04,2025-12-08,42,12,25.06853,121.57813,30
500108049,YouBike2.0_扶輪親恩公園,內湖區,2025-12-08 18:30:03,民權東路六段30號,Neihu Dist,YouBike2.0_Rotary Park,No. 30， Sec. 6， Minquan E. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,57,3,25.06709,121.58002,54
500108050,YouBike2.0_新湖三民善街口,內湖區,2025-12-08 18:55:20,新湖三路36號,Neihu Dist,YouBike2.0_Xinhu 3rd Rd & Minshan St Intersection,No. 36， Xinhu 3rd Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:55:20,2025-12-08,15,14,25.06286,121.57497,1
500108051,YouBike2.0_內湖119號綠地,內湖區,2025-12-08 17:50:04,南京東路六段125號南側,Neihu Dist,YouBike2.0_No.119 Neihu Greens,No. 125， Sec. 6， Nanjing E. Rd. (South),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:50:04,2025-12-08,41,13,25.05594,121.57865,28
500108052,YouBike2.0_行善公園,內湖區,2025-12-08 07:50:03,潭美街27號西側,Neihu Dist,YouBike2.0_Xingshan Park,No. 27， Tanmei St. (West),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 07:50:03,2025-12-08,25,8,25.05301,121.57592,17
500108054,YouBike2.0_三軍總醫院,內湖區,2025-12-08 15:22:02,成功路二段424號(對面),Neihu Dist,YouBike2.0_Tri-Service General Hospital,No. 424， Sec. 2， Chenggong Rd. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 15:22:02,2025-12-08,50,46,25.07151,121.58991,2
500108055,YouBike2.0_福華商場,內湖區,2025-12-08 17:30:04,民權東路六段/民權東路六段180巷(西南側),Neihu Dist,YouBike2.0_Fuhua Market,Sec. 6， Minquan E. Rd. / Ln. 180， Sec. 6， Minquan E. Rd. (Southwest),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:30:04,2025-12-08,39,19,25.06877,121.59265,19
500108056,YouBike2.0_臺北市網球中心,內湖區,2025-12-08 18:00:04,民權東路六段208號(前),Neihu Dist,YouBike2.0_Taipei Tennis Center,No. 208， Sec. 6， Minquan E. Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:00:04,2025-12-08,34,23,25.0674,121.59749,11
500108057,YouBike2.0_捷運葫洲站(1號出口),內湖區,2025-12-08 18:30:03,康寧路三段39號(對面),Neihu Dist,YouBike2.0_MRT Huzhou Sta. (Exit 1),No. 39， Sec. 3， Kangning Rd. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:30:03,2025-12-08,37,9,25.07249,121.60796,28
500108058,YouBike2.0_麗湖國小,內湖區,2025-12-08 08:00:04,金湖路363巷11號(對面),Neihu Dist,YouBike2.0_Lihu Elementary School,No. 11， Ln. 363， Jinhu Rd. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 08:00:04,2025-12-08,27,22,25.07332,121.60223,5
500108059,YouBike2.0_金湖路347巷125弄口,內湖區,2025-12-08 14:39:18,金湖路347巷125弄1號(對面),Neihu Dist,YouBike2.0_Aly. 125， Ln. 347， Jinhu Rd. Intersection,No. 1， Aly. 125， Ln. 347， Jinhu Rd. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 14:39:18,2025-12-08,25,6,25.0733,121.59834,18
500108060,YouBike2.0_碧湖公園,內湖區,2025-12-08 18:00:04,內湖路二段/內湖路二段103巷口(東北側),Neihu Dist,YouBike2.0_Bihu Park,Sec. 2， Neihu Rd. / Ln. 103， Sec. 2， Neihu Rd. (Northeast),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:00:04,2025-12-08,25,8,25.07988,121.58287,17
500108061,YouBike2.0_碧湖公園(內湖路二段103巷),內湖區,2025-12-08 17:17:15,內湖路二段103巷76號(對面),Neihu Dist,YouBike2.0_Bihu Park (Ln. 103， Sec. 2， Neihu Rd.),No. 76， Ln. 103， Sec. 2， Neihu Rd. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:17:15,2025-12-08,19,1,25.08317,121.58109,18
500108062,YouBike2.0_貿七社區,內湖區,2025-12-08 18:20:04,內湖路二段179巷48弄17號(旁),Neihu Dist,YouBike2.0_Maoqi Community,No. 17， Aly. 48， Ln. 179， Sec. 2， Neihu Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:20:04,2025-12-08,17,8,25.08357,121.58534,9
500108063,YouBike2.0_內湖區農會,內湖區,2025-12-08 18:00:04,內湖路二段334號(前),Neihu Dist,YouBike2.0_Neihu District Farmers' Association,No. 334， Sec. 2， Neihu Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:00:04,2025-12-08,12,7,25.08165,121.58891,5
500108064,YouBike2.0_捷運內湖站(2號出口),內湖區,2025-12-08 18:33:18,成功路四段167巷6弄2號(旁),Neihu Dist,YouBike2.0_MRT Neihu Sta. (Exit 2),No. 2， Aly. 6， Ln. 167， Sec. 4， Chenggong Rd.,1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 18:33:18,2025-12-08,10,1,25.0835,121.59454,9
500108065,YouBike2.0_康寧金湖路口,內湖區,2025-12-08 15:10:04,康寧路一段273號(對面),Neihu Dist,YouBike2.0_Kangning Rd. & Jinhu Rd. Intersection,No. 273， Sec. 1， Kangning Rd. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 15:10:04,2025-12-08,21,4,25.07896,121.59921,17
500108066,YouBike2.0_康寧路一段156巷20弄口,內湖區,2025-12-08 17:50:04,康寧路一段156巷/康寧路一段156巷20弄(西側),Neihu Dist,YouBike2.0_Aly. 20， Ln. 156， Sec. 1， Kangning Rd. Intersection,Ln. 156， Sec. 1， Kangning Rd. / Aly. 20， Ln. 156， Sec. 1， Kangning Rd. (West),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:50:04,2025-12-08,20,5,25.07792,121.59354,15
500108067,YouBike2.0_安康公園,內湖區,2025-12-08 16:30:05,五分街14巷31號(對面),Neihu Dist,YouBike2.0_Ankang Park,No. 31， Ln. 14， Wufen St. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 16:30:05,2025-12-08,25,14,25.06657,121.6136,11
500108068,YouBike2.0_安泰街83巷,內湖區,2025-12-08 17:39:15,安泰街83巷3號(對面),Neihu Dist,YouBike2.0_Ln. 83， Antai St.,No. 3， Ln. 83， Antai St. (Opposite),1,2025-12-08 18:59:29,2025-12-08 18:59:53,2025-12-08 17:39:15,2025-12-08,34,7,25.07669,121.61709,27
